image_id,PredictionString
3f51f6bbad915b2d088bdceea490f3ff,13 0.2 563 837 895 1307 13 0.3 1880 908 2130 1132 11 0.3 393 317 1008 717 13 0.5 682 952 814 1324 0 0.5 1259 673 1605 1111 13 0.6 1515 449 2055 1034 11 0.6 1416 295 2050 618 13 0.6 431 465 975 1318
72cfa22b529d2ae71985b2636cb9baf8,13 0.2 960 942 1242 1194 13 0.3 942 1044 1152 1194 11 0.3 1218 426 1494 534 13 0.4 2028 552 2298 804 11 0.5 1812 378 2160 492 11 0.6 2244 570 2388 756 3 0.7 1404 1734 2406 2100 0 0.8 1686 672 2004 1026
5254623fe2189d170d018917e5833c79,11 0.3 278 1745 415 1989 10 0.3 278 1750 406 1977 11 0.5 616 465 967 604 0 0.6 1163 859 1437 1169 11 0.6 1487 432 1761 643 3 0.8 876 1523 1834 1833
bbab4dd25cce6bcce8cfbc431301d5e1,14 1 0 0 1 1
b6306e43c25510ae95720bc16ce3e9df,14 1 0 0 1 1
4b81d215ee6e2cb1d59cd812475c0172,7 0.2 984 732 1164 882
ded48559b86e307d86f522abb9bab7d1,14 1 0 0 1 1
86f163288f42611c975cbc28990cadd3,3 0.6 1260 1166 2461 1559 0 0.7 1646 598 2004 955
a7e8992bfbf1e24fb95721fb71e51159,14 1 0 0 1 1
2149d92bf6e0a54eefb4ad12a24decd9,11 0.3 1059 299 1324 389 11 0.4 1149 294 1437 456 11 0.5 553 261 791 351
493a7af11aa1a9a1a676aba29e0c6f9d,5 0.2 552 439 1008 1106 13 0.3 552 472 999 1046 0 0.4 1127 802 1350 1063 11 0.4 1291 390 1684 483 8 0.6 392 1757 470 1849 11 0.7 570 342 1013 575
3075716fb54707f068e0ecd8d687f799,7 0.2 1456 1675 1608 1904 0 0.7 1000 811 1212 1011
af72268c7cc92691f6f095ad6ba5af60,14 1 0 0 1 1
32b33ed354f4f86cec0a90e53f584d58,0 0.8 1258 1070 1553 1413
818a1e7fcce109b3640d73dcf9ae74da,14 1 0 0 1 1
a3874b272553659e7d83cfaf09dad9e0,5 0.2 1815 1263 2199 1961 2 0.2 1464 759 1589 958 8 0.3 1632 731 1738 853 9 0.3 370 742 634 991 2 0.4 1368 698 1608 969 7 0.4 355 753 624 986 0 0.4 912 670 1642 1185 0 0.5 1258 687 1623 1086 3 0.8 869 1545 2016 1944
5c0e796a597b61fba079b721221267a4,11 0.3 1630 167 1955 273
13775f4e51c24f0cd01ba11398e2caeb,14 1 0 0 1 1
62019939690f6d1adffa89335bc8822f,13 0.3 462 1186 695 1313 3 0.8 957 1619 2359 1983 0 0.8 1585 797 1930 1192
47e9bd83458885c6edba8b24a267a392,11 0.2 708 395 1110 513 6 0.2 1662 531 2302 1278 6 0.2 1964 803 2282 1272 13 0.2 1995 803 2271 1254 10 0.2 188 568 1011 2446 13 0.2 1662 500 2047 1000 6 0.2 401 655 1000 1427 10 0.3 375 1643 750 2081 11 0.3 1792 401 2130 587 13 0.3 396 661 1021 1427 13 0.4 479 1315 734 1451 13 0.4 1667 488 2302 1297 7 0.4 406 1661 740 2057 7 0.4 427 1630 990 2192 10 0.5 208 1606 922 2520
673fdef5f3c813232620a6d2af079cac,8 0.2 1820 1706 1916 1811 8 0.2 1355 681 1998 1889 7 0.2 397 792 1031 1828 8 0.2 1693 1385 1734 1435 6 0.2 392 715 1072 1822 5 0.2 1314 637 2017 1861 5 0.3 397 720 1045 1872 8 0.3 1779 914 1852 997 6 0.3 1323 659 2017 1872
04c6efbd31a676bb888a4f5bf53d03c1,0 0.6 985 778 1227 1035
e13092b1a2848a29558f6c661652332d,11 0.2 178 2371 283 2515 10 0.2 178 2376 278 2515 0 0.2 1168 820 1478 1158 8 0.2 502 1878 630 1989
cc5503112f1ca892fee7fb0d1002a6f9,11 0.3 588 294 853 375 11 0.5 1153 271 1480 361
f3da3f6e8cbc9b17d27754339b0b2311,10 0.3 2497 2217 2614 2404 11 0.3 2497 2229 2614 2410 11 0.5 1851 115 2180 302 0 0.7 1488 501 1851 930
0d0561a5e6379aba13d71e50b6b70747,5 0.2 804 870 1182 1368 2 0.3 1596 984 1680 1080 5 0.5 498 846 1230 1992 8 0.6 2076 1434 2178 1530 0 0.8 1434 840 1698 1110
a7b8a9e921ea304362918523cc3529ef,9 0.2 1300 1147 1611 1396 11 0.2 1259 703 1629 886 8 0.3 1296 1152 1606 1385 7 0.3 1300 1147 1611 1396 10 0.8 1191 1241 1848 2044 12 0.8 1268 720 1839 1401
59779a96f5abd70d14a67ebdd4502d60,7 0.2 1784 1281 1947 1523 10 0.2 1776 1348 1939 1462 11 0.2 382 1291 510 1637 3 0.2 974 1234 1764 1514 7 0.2 1640 721 1939 1362 13 0.4 1776 1367 1904 1433 10 0.4 1784 1291 1963 1566 0 0.6 1200 645 1418 902 13 0.7 1651 1168 1760 1376
ec84efcda776fb18bf86866e11e12832,12 0.2 1692 348 2412 864
6d5cbffaa090403113687a73278ba98e,3 0.2 916 1519 1692 1875 0 0.6 1168 796 1384 1060
0956d88d67ce080413b1b3ac20ab8622,0 0.5 996 562 1228 835
55af1c9a0c2d59b4b6a07797df35b0d5,10 0.3 249 1896 418 2228
c76cc6842dd21b058883c74433af4df7,3 0.7 736 1367 1585 1628
b56a27064980bc682ef60687a7938dc0,2 0.3 1250 709 1341 853 2 0.3 1095 637 1355 881 0 0.6 1095 643 1346 881 3 0.8 858 1196 1834 1556
4688671bef57318e17dadd91a29e1e0a,9 0.2 1324 609 1424 686
8cdb33b248a22754d1c2d8b409695a23,14 1 0 0 1 1
2cbbb0c958dbc2f4d15171d1fc11ba2a,0 0.2 1032 655 1231 883
c2b303919b4fb1a317302c51de931d2c,3 0.8 798 1307 1757 1828
beaf2c5dd03389619b306ba42e2467d3,0 0.2 635 840 1153 1519 0 0.7 911 831 1149 1068 3 0.8 615 1685 1406 1984
43f36cac2950bc05f18187f0b1a7670e,0 0.2 991 710 1555 1271 9 0.3 142 1544 1015 1902 0 0.6 1290 710 1560 978
b6aecabe61430787ed4cdeb4409da3cb,11 0.2 460 370 654 522
8408eea460f0a9a2f9aec40da98917cb,3 0.7 693 1419 1585 1690 0 0.8 1013 750 1270 1016
95c7dd4307b9ab126fe347ba6e57dd7e,14 1 0 0 1 1
0493df0059bd251e6dbb0dc71f5c5b45,2 0.3 1089 361 1474 823 5 0.3 1226 215 2036 2016 5 0.4 181 279 912 1938 0 0.4 890 366 1483 859 3 0.7 536 1115 2023 1860
4e7c01fd1cfbfc54d2ac4913f6359be7,14 1 0 0 1 1
99f7683a4b94a0cdb5f3b98953647a47,8 0.3 1832 1392 1950 1496 7 0.4 1832 1392 1960 1496
9105b96b6fdcb0dc599dc279b23c524e,13 0.3 798 487 926 665 5 0.5 1579 471 2158 1695 3 0.6 926 1241 1989 1772 5 0.7 420 454 1113 1645
1d1fcf6654f7d727aafae5c5eba5fd7f,3 0.2 931 1518 1857 1872 0 0.8 1223 942 1652 1374
ba38573ea116b6f1b299fe7f8843325d,5 0.2 1862 1319 2207 2030 3 0.3 969 1700 1995 2070 11 0.5 1390 284 1687 375 0 0.7 1257 733 1621 1183
da7cdc23c69b13c2677e7bf8de1a06e7,10 0.3 2380 1709 2492 1897 11 0.3 2380 1709 2492 1892 13 0.5 1857 753 2209 1021 13 0.5 1894 763 2294 1247 3 0.7 1094 1360 2161 1731 0 0.8 1451 570 1761 898
8234fae0532b776d3ec872a46d34a68c,0 0.5 1400 727 1863 1102
969570a649d3d7f430dd2e4ec11b7bc4,0 0.6 1373 731 1641 1022 3 0.8 1053 1604 2157 1994
e259b6e287f75fd57c9647b256c683be,8 0.2 2180 1828 2279 1928 8 0.2 756 1277 861 1383 0 0.3 1389 721 1822 1078
3db61dfe06d558636a4027e6b35ea820,5 0.2 1629 788 2238 2086 11 0.3 624 136 875 237 0 0.7 1217 575 1579 1031
4fcf87976ca07858d6ee9af47b2a719c,0 0.7 1048 707 1274 978
ea9f070ee0208d9fdbee8e73f55273fb,3 0.2 510 1538 1394 1818 13 0.2 479 541 689 883 11 0.2 0 1732 55 1927 13 0.2 39 1505 175 1585 10 0.2 0 1732 55 1927 8 0.2 93 1343 436 1671 7 0.3 105 1348 444 1671 4 0.3 101 1334 460 1680 8 0.3 646 432 674 460 11 0.5 487 271 833 375 11 0.7 1129 280 1499 408 0 0.7 942 702 1176 930
99a41825d70b5867a2b08e20f05b4e6e,3 0.2 1119 1400 2098 1875 0 0.6 1295 814 1799 1230
4c60b5ec140ae2e8611927fa82726f95,0 0.4 1234 847 1537 1176
15bb0fd575ecbe78c812dfb4eedd4b77,14 1 0 0 1 1
a1c39becc9835462d84db8c51229779f,7 0.2 1716 1021 2204 1480
fb0b3aea7b0a3ced3aff87fd302c9ffd,0 0.2 988 570 1212 802 11 0.2 1208 263 1512 337
fe5c2e4756820873cd6e8332ad4c2e12,14 1 0 0 1 1
570cc0e3366db46a98ef038a6b5f0489,11 0.2 1800 2285 1904 2451 10 0.3 1796 2280 1904 2451
35a7775073c28080ee57ce23585cf17b,10 0.2 1640 2145 1717 2254 11 0.3 1643 2145 1717 2254 0 0.4 966 921 1157 1111
4957a9685207cc3eb8425318dc83fafb,5 0.2 1785 1102 2425 2235 11 0.2 129 2402 222 2508 10 0.3 124 2402 222 2514 0 0.8 1398 656 1713 991
eb25ef085ffa02d960ad25d2e33d1d3e,14 1 0 0 1 1
68586360d876ffd615409150466439f2,13 0.2 413 812 678 1011 11 0.2 689 403 872 460 3 0.4 720 1239 1601 1675 0 0.4 1013 712 1238 973
e82d33dfd04d95c61d8d133dcbf29691,0 0.5 978 641 1617 1220
560ff4beac01961b07e664cda2419933,10 0.2 1577 1652 1651 1756 11 0.2 1577 1652 1651 1751
33475eb6c08efe5e59c243813d3df10e,14 1 0 0 1 1
281b0e152c84843e22eba8f121592cea,13 0.2 1227 513 1274 617
a9e40cab375d5e1ce347b4f5587d7579,14 1 0 0 1 1
b58e4a983569ccea8cffdc2366efb4bc,11 0.3 1842 342 2136 408 3 0.8 1320 1308 2400 1656 0 0.8 1620 660 1950 996
fabac1af1db73f2ee503f521e9659b72,0 0.3 1318 633 1775 973
5ba94d99f827e546b59846aa66eea08c,0 0.5 1385 925 1679 1277 3 0.8 1111 1652 2191 2279
8058546ca8e9113170abd89d0009b58e,10 0.2 292 1797 384 1924 11 0.2 296 1807 380 1914 8 0.3 548 1543 608 1611 0 0.7 1028 605 1256 820 3 0.9 728 1221 1704 1665
46f349b7cabf56c2c2d9c1d069f8c564,6 0.2 636 816 1092 1188 13 0.2 660 816 1116 1200 7 0.3 2136 1422 2358 1584 6 0.3 2130 1434 2352 1584 0 0.8 1572 738 1884 1032
8d612aaeaf1b5a01971cbdba49b37fdb,11 0.2 426 1176 570 1854 11 0.2 402 1764 600 2160 13 0.4 534 1128 984 1242 10 0.4 396 1788 612 2154 11 0.5 546 384 1062 1116
e244fb86e085ac10727602e7ab36971b,0 0.7 1414 563 1723 885 3 0.7 1166 1424 2209 1876
7109c2bb3c552f274418c7d7d769445d,3 0.2 1230 1548 2268 1920 0 0.8 1632 762 1950 1110
20c2fc9d1babf3f47d4bf2e2d4fa0d2c,0 0.2 1228 687 1489 966 3 0.3 814 1424 1907 2033
253feb1e5d47eb3543d0cd0b072df5e5,3 0.3 881 1348 1951 1714 0 0.8 1263 710 1584 1043
70b513210efb66bdbb469eeb3b3266d5,14 1 0 0 1 1
d242d48dd1067b27d7d13b0f7ce02640,9 0.2 1468 626 1690 759 13 0.4 1460 617 1690 769 11 0.5 467 266 697 370
c309b6c9384427e3f85b3d339f72905c,2 0.2 1379 687 1468 747 5 0.3 288 1080 766 1482 2 0.4 1310 516 1588 795 0 0.5 1245 500 1607 945 3 0.8 892 1294 1997 1654
bcf3c35b0f1ad4207e6fb9f46e8705e5,5 0.2 539 896 1148 1904 0 0.5 1354 844 1764 1242 3 0.6 1043 1430 2209 2016
997d02719c4f6b77010d2ea5bd839edd,11 0.4 1728 511 2127 647 5 0.6 262 1330 1118 2535 5 0.7 1859 1389 2686 2684 0 0.7 1546 1003 1882 1342
d6678cb7ae39f575d35ab9da6d7cb171,11 0.2 526 190 849 266 0 0.4 970 570 1180 807
a34f741d1e299b6f7d45ef8abe29dac6,10 0.2 91 1695 917 2193 6 0.2 1560 593 2094 1556 7 0.2 579 1202 1008 1839 3 0.3 593 1335 1903 1839 7 0.3 1560 593 2094 1556 7 0.4 251 377 1054 1745 0 0.5 1209 681 1474 1036 10 0.5 91 1750 443 2166 10 0.6 1898 1490 2176 1828
5d6a25163584e7b05a528d3f94fda500,5 0.2 451 1321 947 1847 5 0.2 1839 894 2450 1975 3 0.2 953 1619 2191 2016 5 0.3 385 859 1052 1876 11 0.4 793 362 1206 473
45dbcf1210bda737de385640e0635deb,0 0.6 1465 867 1910 1283 3 0.7 1143 1395 2420 1945
89712ddf9e0bcf39f38d7fb0c174b316,3 0.2 926 1457 2223 2182 9 0.3 1551 702 2032 1579 9 0.4 984 614 2054 1685
69c3b647eb846e099161d2a162ea5ce0,0 0.2 1121 846 1726 1372 13 0.4 949 544 1042 869 13 0.5 1853 1449 2114 1745 0 0.6 1406 846 1711 1236
ead7de33da7f44a7af362daaf2ae4d00,0 0.3 978 850 1196 1068
9cb8ad93052c913e3cce32c0d5ca8e62,0 0.3 1048 702 1235 921 3 0.6 830 1229 1542 1519
1cc1ed63475e99d32f1884762955effc,0 0.8 1716 876 2052 1212 3 0.8 1248 1572 2430 1896
c337eb2061afda32f9639e065cfcfa51,3 0.2 965 1678 2136 2099 0 0.5 1347 780 1631 1065
f72a16b39ac8ff4b8f1df59e34710c2b,9 0.5 1003 472 1404 1768
bcb4b44fea2b97470a3cb8534a082421,14 1 0 0 1 1
d76a0128b3bd173cec3958c31feddac7,10 0.2 130 1620 965 2043
6e1cefab110115d73b04accbe36df6f0,4 0.2 1363 1011 1788 1647 7 0.3 366 1016 837 1561 7 0.6 1371 1006 1784 1637 0 0.8 1094 641 1324 930
2f49fa57375e32c9d69f8205bd5b0a96,0 0.2 847 585 1531 1336
3fd3c7e4f7012ea21a2f8eba496c6748,3 0.7 1047 1623 2034 2021 0 0.7 1338 848 1605 1121
a704862ae5aae0c79c5c25f0d1015084,0 0.3 939 750 1141 968 13 0.4 358 978 514 1030 3 0.4 685 1253 1386 1505
615f0f5be81be998158659b735a3e8c8,7 0.2 547 1540 789 1740 11 0.2 488 2234 570 2375 11 0.2 1259 553 1693 878 5 0.2 1291 591 1880 1632 2 0.3 639 2071 707 2147 5 0.4 443 624 1054 1990 13 0.5 1437 1220 1880 1686 13 0.5 1314 629 1642 884 3 0.6 881 1659 1807 2115 0 0.6 1141 846 1410 1128 11 0.6 1246 526 1674 678 11 0.6 675 504 949 629
786fa2f1244ca842e96cc6afb0f28870,7 0.2 342 354 1066 1564 11 0.2 1894 1406 2043 1716 7 0.3 522 692 963 996 10 0.4 1894 1406 2043 1716 10 0.8 248 439 999 1710
fb9b085e1317914e23c85afd77a1bb5d,11 0.3 376 479 548 620 0 0.7 1004 732 1268 1035
a1d6138dff46a93901fbf634fce2e9ea,14 1 0 0 1 1
3658d0751f708f6676dce25b328dccca,11 0.3 532 283 820 366 11 0.3 1496 347 1700 454 10 0.3 148 1978 248 2109 11 0.4 144 1973 252 2109
844c43d38ba987837ba7d59a2b0c2436,11 0.2 2199 2062 2277 2195 8 0.2 593 1577 725 1737 3 0.2 917 1550 1966 1966 5 0.6 319 448 1122 1870 0 0.8 1350 480 1638 789
b91c79d745aaf2676d55c05b895171f4,11 0.2 660 1902 774 1986
4bed68bcc1b764cd964f5e96ca83884c,0 0.6 1367 904 1641 1201
44e38e19f2d5fa89ebc805b4e4249f4a,10 0.2 260 1704 320 1787 11 0.2 260 1709 320 1792
137f41dd06d51d9d230b6b65740097c2,11 0.2 509 281 792 424 0 0.2 1281 614 1594 921 3 0.8 890 1377 2196 1742
384ee8c20076c44adbe60bfe7e805869,0 0.5 857 759 1554 1388
e518480161cfa66fe275e28a2cdb7059,5 0.2 182 457 1053 2031 11 0.3 545 383 976 633
3b55e52750fa2737857d05526f196b18,11 0.2 580 361 853 422
4c942bf5c39903d0ac282810185ddf7a,11 0.5 450 594 624 790
0c8cb29888d314a0a8cfd0f8278af74c,11 0.2 263 2377 361 2489 10 0.2 263 2377 361 2489 0 0.4 1398 848 1693 1145
36ffc780ab3e684e32802143790e5ee1,14 1 0 0 1 1
af2c39b21636af413907f7f1cf658446,2 0.2 1180 916 1291 1150 0 0.4 1374 813 1642 1099 11 0.5 1810 452 2056 635
59da7ba739c19ecee53fbcb6f6d1f707,14 1 0 0 1 1
5ca63942b0365ee7a3b26b6453f4076d,11 0.5 1459 563 1770 678 11 0.6 821 510 1173 620 0 0.8 1301 873 1684 1325 3 0.8 888 1651 2041 2103
c390e5919988358ba2aaf0b7acd2c7b9,11 0.3 596 494 826 574
699a8677439fd564ed21abdbf7b44db0,0 0.3 1357 778 1623 1040
ee29da033302291107e61a87de63aee3,0 0.2 1252 836 1506 1122 11 0.2 646 492 895 618 3 0.2 949 1465 1976 1877
00a2145de1886cb9eb88869c85d74080,0 0.7 1118 710 1364 959 3 0.8 780 1279 1856 1618
287422bed1d9d153387361889619abed,0 0.7 1141 609 1643 1113 3 0.8 675 1257 1852 1689
9e77743ee6d98ede10b36e8f12c1f226,0 0.4 1032 850 1277 1134
49381febdd648ccc7a190965fe5180bd,11 0.2 2112 276 2298 408 0 0.8 1668 624 1974 960 3 0.8 1344 1326 2448 1740
d5d43ffa4e64e63ccd92c40397d6b48b,7 0.2 1938 1122 2418 1734 0 0.4 1554 678 1806 936
d4e2f8980bf6bdf4b5e16068fde2d86e,0 0.3 974 626 1184 869
8718fb6c453339e5db252d14328d8ae9,14 1 0 0 1 1
048ce999447fbb6a58ea17fac775288b,0 0.2 1247 799 1516 1086 3 0.3 856 1609 1986 2067
