image_id,PredictionString
0c84dad44979c3a7777a8f4f4d9f5f7a,9 0.5685358047485352 1527.8135 1960.8499 2440.9526 2796.6892
0c8cb29888d314a0a8cfd0f8278af74c,8 0.877200722694397 1442.1554 859.25006 1684.0396 1147.8667
0c9ba9fe4ff5e339f3a71d1a58824392,14 1 0 0 1 1
0cadc7fd92caf5c27d7ce718d089897d,5 0.7023330926895142 261.8593 615.6924 834.95996 1894.2123
0cbb68610a123b21defa9410699b0bb5,7 0.8440473675727844 1750.3875 1254.2388 2302.6052 1872.1581
0cc3831c89471998bee7a1fa78d0aa19,14 1 0 0 1 1
0cc5600e54fe599fefce87de375268e3,14 1 0 0 1 1
0ccde8751e5952ea6bb047378dcbabba,3 0.9140426516532898 614.1061 1221.3762 1818.9861 1911.7114 9 0.8917061686515808 998.24493 855.1948 1581.2416 2106.6443 7 0.8245655298233032 421.04044 1140.2472 994.22723 1881.794 8 0.5777199268341064 450.952 1198.8326 914.9408 1904.2719 7 0.522742509841919 533.76605 1112.8141 1150.3724 1716.9828
0cd194f171015c0eb824a1bd057f440b,8 0.9753677248954773 311.45795 811.72577 358.50528 861.68335 8 0.9497458338737488 400.95877 1067.4691 445.71494 1108.8552 9 0.9333294034004211 1519.881 1812.5057 2167.944 2422.72
0ce1b656d171e2e760340f29f4a064e9,11 0.959620475769043 1344.7218 339.23898 1681.0239 424.87546 5 0.8416308760643005 286.8305 428.726 979.6177 2299.9128
0ce3ae82d1f5c69f253432c5ec47c1be,14 1 0 0 1 1
0d0561a5e6379aba13d71e50b6b70747,8 0.9936614036560059 2078.1345 1446.2604 2170.2878 1530.2706 5 0.9036904573440552 554.3598 741.4812 1165.6489 1993.3296 8 0.6796382069587708 1415.8684 821.5399 1720.9501 1150.1836 0 0.6232042908668518 1399.8575 794.61926 1696.5491 1171.4816
0d60b79ab9aee1e4687e17fdc56ead06,14 1 0 0 1 1
0d61bab6add9d96f656dbc7ee9d56e23,3 0.7005614638328552 1018.2675 1451.9755 2284.6455 1918.2517 9 0.6895456910133362 1336.0597 1450.6698 1992.0186 1861.8873 9 0.5014304518699646 1525.6298 1451.2104 1831.8639 1820.9304
0d6d426159c634f71eb7fa9bf6f9e84a,7 0.9671193957328796 1412.6763 1325.1873 1849.421 1806.3224
0d825340b08e816f7d8f28c7c7809a31,5 0.9287406206130981 1053.5144 427.58725 2097.3025 2234.058 3 0.8438267111778259 615.78284 1443.2395 1932.1279 2105.7725 5 0.8339250683784485 211.46147 1288.4601 759.08875 1717.9152 9 0.6678699851036072 861.30804 1241.1963 1969.1412 2144.7922
0d8b5533f40cf4b0c3f2d86b1d61d6bc,14 1 0 0 1 1
0dc4847520090c7a38b61beb38d28963,14 1 0 0 1 1
0dc797718326e05d1decd2996f748fc7,14 1 0 0 1 1
0e033fc78ddfc67dbd8382a8b3198e5a,14 1 0 0 1 1
0e109d0f36cc8d66a4cac6bf50de3069,11 0.9906145334243774 1131.4283 409.10675 1513.6982 520.2441 11 0.826372504234314 413.7854 341.23883 877.5287 477.5165 13 0.5511432886123657 1198.2466 432.24094 1421.7831 544.81976
0e2a6f637bc997be18ec30687bdc3762,9 0.8486428260803223 1854.638 2046.7849 2405.6184 2587.6035 9 0.7787060737609863 1596.1168 1711.6791 2464.7495 2484.9866 9 0.5530397891998291 1583.3285 1510.6345 2252.6633 2100.7607
0e2bcdee2343352fe40df470e046ea01,14 1 0 0 1 1
0e302ce9dc207afa54c8661ebdfc9051,14 1 0 0 1 1
0e36597f559be16b6304f3771082c82a,14 1 0 0 1 1
0e4736c7f5fab2998a3ef0e51fe48953,9 0.63685142993927 1339.5209 1552.106 1955.1288 2227.496
0e48bfb79ac12bbcce9b66cc9f14544c,14 1 0 0 1 1
0e580dda54b8d1df7e3a888c41e69704,14 1 0 0 1 1
0e5f2fdf49cbfdbe2a7c0861d15a73ff,3 0.7137128114700317 548.93 1559.5072 1597.5839 1888.0586 7 0.7052938938140869 1035.5018 1471.8066 1666.4225 1875.3997
0e68445ef76f193664ea018630544d95,9 0.926673412322998 1343.6211 603.2534 1637.4954 1141.3156 13 0.9150489568710327 583.1802 1381.3909 849.7148 1459.7866 13 0.7594550251960754 1958.0907 1607.877 2207.716 1674.1849
0e6d7de1c4b73e5a5a12d6a5f20f9711,14 1 0 0 1 1
0e7c94db444735ae4b8dfc72ae62ff3e,14 1 0 0 1 1
0e8b4d8bb1a8719e9e8f4755f13e34c4,5 0.8059967160224915 711.55884 602.6343 1209.0188 1738.7847 9 0.7136831879615784 1259.7485 857.44836 1838.4143 2417.1294
0e8d4e702da9eefdbb2696a98006ec55,14 1 0 0 1 1
0ea56c754d072508fc28428b2f6a0a30,7 0.9491119980812073 874.21985 856.99255 1000.7717 997.4614
0eca5bbff12b841c18d231fc8cda0eeb,7 0.6614271402359009 1087.5712 859.5555 1552.2075 1646.6737
0ecaae458f6ca4c8f4dd9975d62a6fa4,5 0.6921055316925049 175.05986 466.46237 766.0912 1671.1841
0ecb6d6e449d5f71b183a6f7fe214c10,14 1 0 0 1 1
0ed15ab15f2304a9a811d7fa6ce843de,14 1 0 0 1 1
0eddd00dffcdacb1c8ac0d0547c545a7,14 1 0 0 1 1
0ef99f92d68d16b8912cc073731ffad1,13 0.9477904438972473 366.56952 1296.9679 587.0678 1385.9199 11 0.8626089692115784 1424.0247 442.37488 1663.8057 490.51147 0 0.8335753679275513 1224.7797 791.2881 1514.5791 1146.2205 13 0.7191258668899536 371.96616 1315.1747 553.5592 1366.8917
0f0e0e7e8ab91026bb659e58297b88d5,14 1 0 0 1 1
0f4fd9b975fc4cc80c28b9539769f8e6,8 0.831422746181488 1612.6515 781.3909 1864.5563 1069.1278 9 0.6069726943969727 1666.3993 741.2288 1869.9324 1172.7284
0f62d0a08f8d384a1ab5b78e83554e29,11 0.9818966388702393 1069.8071 328.44336 1466.6659 418.59195 0 0.93528151512146 1630.4106 689.3918 2001.5128 1060.9458 10 0.856583833694458 2678.2087 2112.1218 2832.5925 2411.483 9 0.8467741012573242 1705.6123 668.80927 2003.1176 1081.837 11 0.6702741384506226 1816.2754 314.70325 2175.757 405.40274
0f723c32aa819f9a24aed2fd407e3ff4,14 1 0 0 1 1
0f8e45ea561be377320632bcb7348f72,5 0.8301299214363098 188.04276 200.58191 1084.1035 2150.0789 5 0.5230491161346436 1378.7877 290.95654 2200.9973 2249.638
0fa816512a0a0342b0cf87fcaa672dab,14 1 0 0 1 1
0fbf80807ef3fdece30d9356a171ae3d,14 1 0 0 1 1
0fe282f8066ff835e063ddaaa27e4af7,14 1 0 0 1 1
100a27b68566d2e53cf8c3822e2c7e30,14 1 0 0 1 1
100c6c7390eec8d9548306514d80fd53,14 1 0 0 1 1
1033a2e669d3f19f68e6c8a2b5085661,14 1 0 0 1 1
10344d2fdc514205d230de6319408ecd,14 1 0 0 1 1
104a4ddb44890a3289f04dc395741ef6,14 1 0 0 1 1
10cba931b86360874e0905f97737d1f4,14 1 0 0 1 1
10d3204872c83731aeaee57e020b768a,14 1 0 0 1 1
10fc9d37a7f2808a1c41da80d81a291f,14 1 0 0 1 1
114f3a0eabc40429a50aba292a9147bd,14 1 0 0 1 1
11548ab15b1e24e1daa31af618ef9468,14 1 0 0 1 1
116bad01608f53b0e0a859461b3d5a76,14 1 0 0 1 1
1179e8bc6d3b41207a2140674c5ef1d0,5 0.9784521460533142 1169.2756 588.961 1701.9453 1680.2417 5 0.9576942920684814 178.86368 175.19722 806.76337 1686.7747 5 0.8361343145370483 1007.37305 122.129196 1798.7653 1786.1432 5 0.6848582029342651 1296.2161 829.8761 1639.7345 1328.3661 5 0.6398172378540039 1185.447 128.45294 1691.1857 1372.2805 5 0.5404566526412964 1270.3495 504.9279 1614.683 1236.0142
119a7830be7eaba5f4feb67d1ee9011e,14 1 0 0 1 1
11b8e52dde21c314c67ead9547b1002a,14 1 0 0 1 1
11c92d8711765e3f16b0be225d7d5c03,9 0.5558894276618958 1177.7308 948.4849 1382.2175 1140.9114
11ccd9217ba74bcc1021e91024591ba3,14 1 0 0 1 1
1205221385629d1199a6ed82fff7c18f,11 0.9263978004455566 1771.5972 1902.6461 1855.4617 1985.7893 9 0.5745819807052612 36.74626 351.46948 172.74335 475.3832
121e650bba0d2537b821fb20bcc0db86,14 1 0 0 1 1
12202997d3fc0d506d2514a4c1995d15,14 1 0 0 1 1
12237409e14e5a96605c4fb7613c35a1,14 1 0 0 1 1
122b52a4ec108c2ed3e934b4abfcaac0,14 1 0 0 1 1
122d5a9f1b5bd22f6ddad0fd5e47c001,14 1 0 0 1 1
1264a14de4ec7c401eaf55b1440e2d20,14 1 0 0 1 1
127c6048347e41fd040ae79d76fdfb3e,14 1 0 0 1 1
127e2784b91becce4ac297255904033e,14 1 0 0 1 1
12cea68e4b795e545877708c16b8dbdd,14 1 0 0 1 1
12d5529941b5a673cb50f4e1e8c502de,11 0.9716526865959167 356.25082 587.1598 554.6754 736.1515 9 0.9115021228790283 1565.8777 2092.4033 1737.5249 2268.901 10 0.7056292295455933 1556.3446 2119.5413 1789.5656 2331.4727
12d598be7970fc60aa76bd7c21eef405,14 1 0 0 1 1
12df63c7ee868a1677ba273c3c775476,7 0.9681586623191833 1552.775 1447.8612 2025.2156 2062.268 9 0.8511866927146912 975.2417 828.77094 1619.4203 1428.5525 7 0.558600127696991 1382.5621 1365.9935 2123.958 2207.66
12e58d45f46e91b639072bd5a86bea3e,11 0.997923731803894 1180.1234 488.402 1414.533 564.20483 11 0.9823800325393677 2293.1577 2279.3843 2426.8992 2516.2122 9 0.9636735916137695 1618.5468 1486.7745 2240.2424 2385.1309 11 0.9340763092041016 1786.9546 480.55817 2049.749 570.8291 5 0.9295251965522766 734.994 1053.9028 1231.3519 1961.6531 9 0.8223739862442017 1826.3567 1628.1832 2215.8467 2325.1658 13 0.6162307262420654 2297.3657 1426.9504 2419.1873 1546.7805
12ed43ece0b7bff835c1461a7f501cdb,14 1 0 0 1 1
1310d74e9fdeb707f12ef28daeb3c090,14 1 0 0 1 1
134214ffc7f507842719617ecd5bfc52,14 1 0 0 1 1
13775f4e51c24f0cd01ba11398e2caeb,14 1 0 0 1 1
13789084b882efd4810ca26dbfff3858,13 0.98373943567276 499.36166 366.0425 1064.0297 1255.1755 13 0.8447622060775757 423.57385 258.80682 1127.6053 1686.141 13 0.8234283328056335 689.65704 1273.6008 1047.6991 1749.6031 11 0.8086289763450623 400.85513 326.79257 948.7382 594.5534 7 0.6852933168411255 1599.9865 1080.3309 2243.32 1743.2446 13 0.6759515404701233 535.45715 755.9617 906.0686 1059.2913
137ac53870d1ad70a105130b93774949,5 0.9409667253494263 749.27234 467.3163 1363.0334 1245.2852 7 0.8389725685119629 1578.9738 617.23737 2346.4263 1579.2848 4 0.6217951774597168 1660.3029 674.12274 2332.9004 1513.1992
137f41dd06d51d9d230b6b65740097c2,9 0.8241397142410278 1618.2764 1220.3246 2324.2886 1708.1091
13a6d3d468c044807b06e160c0723c33,14 1 0 0 1 1
